54.6,222.2,56.8,841,187.1
54.6,222.2,56.8,841,187.1
54.6,221.7,56.6,842.2,187.1
55.3,223.8,59.5,882,189.2
54.8,223.9,58.9,881.5,186.6
54.7,223.6,55.8,882.4,186.2
54.1,221.2,55.7,883.7,184.3
54.1,221.2,55.7,883.7,184.3
54.1,221.2,55.7,883.7,184.3
48.3,214.3,34.6,821.3,161.9
48.6,215.2,33.9,847.1,165.6
47.6,221,32.5,862.9,170.4
49.1,217.3,32.6,864.6,171.3
48.2,214.6,32.9,881.9,166.6
48.2,214.6,32.9,881.9,166.6
48.2,214.6,32.9,881.9,166.6
43.3,213.9,33.7,808.4,165.8
46.9,209.5,33.2,864,169.7
45.9,207.5,32.9,793.2,166.9
42.8,214.3,31.5,667.1,160.9
41.9,209.9,31.6,641.2,156
41.9,209.9,31.6,641.2,156
41.9,209.9,31.6,641.2,156
42.1,212.3,30.9,631.6,157.8
42,210.7,29.9,635.7,158
41.7,205,29.4,651.4,158.2
42.6,202.8,29.8,652.7,159.1
43.4,199.3,30,657,159.9
43.4,199.3,30,657,159.9
43.4,199.3,30,657,159.9
43.7,195.5,29.9,647.9,161.1
43.3,193.8,30,656,158.3
44.3,203.3,30.2,646,162.3
44.3,264.7,29.9,646.8,164.1
43.8,242.7,29.4,648,161.2
43.8,242.7,29.4,648,161.2
43.8,242.7,29.4,648,161.2
43.9,246.3,29.5,655.7,161.6
43.2,238.3,29.4,635.2,160.4
43.7,232.7,28.9,648.9,161.2
43.7,236.7,28.2,652,158.7
42.5,232.8,28.2,659.4,158.9
42.5,232.8,28.2,659.4,158.9
42.5,232.8,28.2,659.4,158.9
42,232.2,28.4,651.7,158.9
43.5,228.1,29,651,169
43.7,232,28.7,678.2,168.7
43.7,232,28.6,668.3,172.4
43.8,232.8,28.6,665,172.1
43.8,232.8,28.6,665,172.1
43.8,232.8,28.6,665,172.1
43.9,235.2,28.6,655.8,174.7
43.9,233.4,28.7,664.3,174.7
43.5,235.4,28.6,656.1,175.9
43.9,234.5,27.8,663.4,169.3
42.9,233.5,27.8,664,163.3
42.9,233.5,27.8,664,163.3
42.9,233.5,27.8,664,163.3
42.5,234.2,27.5,656.6,158.8
41.3,232.7,26.5,638.8,153.5
41.6,227,25.8,671.7,151.9
41.2,232.5,25.7,660.5,152.6
41.4,235.2,25.6,626.2,151.4
41.4,235.2,25.6,626.2,151.4
41.4,235.2,25.6,626.2,151.4
40.7,233.8,25.2,624.8,146.7
40.4,238,25.1,604.2,145.6
40,242.1,25.1,602.4,145.6
38.4,239.6,24.8,595.7,144.8
38.9,236.6,24.9,592.2,144.5
38.9,236.6,24.9,592.2,144.5
38.9,236.6,24.9,592.2,144.5
38.3,233.2,24.6,566.2,143.2
38.6,238,24.4,572.9,146.1
39,235.6,23.4,573.3,145.6
36.2,239.6,22.9,573.8,143.9
36.7,237.8,22.2,581.2,144.6
36.7,237.8,22.2,581.2,144.6
36.7,237.8,22.2,581.2,144.6
37.7,236.6,21.7,579.5,143.5
36.5,236.9,21.7,586.8,142.9
37.1,239.5,21.7,577.4,143.9
37.1,242.5,21.8,579.5,146.2
38.2,239,21.8,579.8,149.3
38.2,239,21.8,579.8,149.3
38.2,239,21.8,579.8,149.3
38.2,239,21.8,579.8,149.3
38.4,232.6,21.5,570.7,147.5
37.8,225,21.5,569.2,147.2
36.8,224.4,21.5,569.4,147.4
36.8,220,21.2,551.7,145.6
36.8,220,21.2,551.7,145.6
36.8,220,21.2,551.7,145.6
36.6,219.3,21.2,555.8,142.9
35.8,218.6,20.9,554.1,140.3
35.1,212.4,20.5,554.2,139.9
33.6,207.9,19.4,552.7,135.1
31.8,207.5,18.4,549.4,132.5
31.8,207.5,18.4,549.4,132.5
31.8,207.5,18.4,549.4,132.5
32.3,211.4,18.4,542.5,133
30.3,214.3,18.4,536.1,133.5
31.9,211.3,17.9,543.4,132.7
31.4,212.9,17.4,548.6,133
31.9,211,17.9,538.5,133.5
31.9,211,17.9,538.5,133.5
31.9,211,17.9,538.5,133.5
31.1,207.1,17.4,553.1,132.9
30.6,204.3,17.4,553.2,132.7
31.8,200.6,17.8,564.9,132.7
30.9,196.8,17.5,561,132.4
31.3,194.7,17.9,547,132.7
31.3,194.7,17.9,547,132.7
31.3,194.7,17.9,547,132.7
31.8,191.6,17.7,542.7,133.3
32.4,194.2,17.7,542.8,132.8
32.4,194.2,17.7,542.8,132.8
33,205.9,19.7,541.4,138.9
33.1,203.6,19.9,567.4,139.8
33.1,203.6,19.9,567.4,139.8
33.1,203.6,19.9,567.4,139.8
32.9,201.4,19.8,563.2,138.1
32.9,199.6,19.8,562.2,138.1
33.5,197,19.6,543.1,136.6
33.4,204.4,19.5,543.2,136.2
33.6,200.5,19.8,549.7,137.3
33.6,200.5,19.8,549.7,137.3
33.6,200.5,19.8,549.7,137.3
33.8,201.1,19.9,548.2,137
33.5,201.1,20.6,551,143.7
33.5,196.9,20.8,548.7,146
34,194.6,20.5,546.3,145.5
34,195.5,20.4,539.9,144.8
34,195.5,20.4,539.9,144.8
34,195.5,20.4,539.9,144.8
34.3,198.1,20.6,542.1,144.7
34,198.6,20.7,544.6,145.8
32.4,195.5,20.5,544.9,145.5
34,193.2,20.4,545.1,144.8
34.4,189.4,20.6,537.5,144
34.4,189.4,20.6,537.5,144
34.4,189.4,20.6,537.5,144
34.4,189.3,20.4,538.6,144.4
34.4,189.3,20.4,538.6,144.4
31.5,183.9,20.3,525.4,143.1
32.7,180.4,20.3,527.2,140.8
33,179.2,20.3,505.6,141.2
33,179.2,20.3,505.6,141.2
33,179.2,20.3,505.6,141.2
33.4,178.1,20.1,500.4,140.5
33.5,182.5,20.1,498.4,139.5
33.5,179.8,19.8,506.6,138.3
32.9,180,20,499,137.1
32.7,176.1,20,498.6,136.4
32.7,176.1,20,498.6,136.4
32.7,176.1,20,498.6,136.4
32.6,176,18.7,503.4,132
32,178.1,19.2,492.2,129
34.2,199.8,20.8,492.8,138.8
34,201,20.8,476.8,141.9
34.2,198.6,20.9,493.5,142.2
34.2,198.6,20.9,493.5,142.2
34.2,198.6,20.9,493.5,142.2
34.4,202,21.5,492.8,143.2
34.1,201.1,20.7,490.4,143.2
34.2,201.2,20.6,497,140.5
33.1,197.1,20.6,496.9,138.6
33.7,192.8,20.7,501.2,138
33.7,192.8,20.7,501.2,138
33.7,192.8,20.7,501.2,138
34,190.5,20.8,499.1,140.6
33.7,184.9,20.8,501.2,140.2
34.3,183.8,21.1,505.4,144
33.7,182.7,21,501.6,142.1
33.6,184.5,20.9,501.7,141.3
33.6,184.5,20.9,501.7,141.3
33.6,184.5,20.9,501.7,141.3
33.7,184.7,20.9,507.3,141.3
33.8,185.1,20.6,502.9,141.8
33.3,181.5,20.5,500.6,139.8
33.2,181.6,20.4,494.7,138.7
33.3,179.6,20.8,498.2,138.3
33.3,179.6,20.8,498.2,138.3
33.3,179.6,20.8,498.2,138.3
33.2,179.5,20.9,499,139.2
33.2,175.7,20.8,485.3,138.9
33.2,173.4,21,475.8,137.6
33.2,168,21,470.9,136.8
32.9,169,21,472,133.8
32.9,169,21,472,133.8
32.9,169,21,472,133.8
33.2,169.6,20.7,474.3,131.5
33.1,169.9,20.3,472.1,131
33.2,171.5,20.6,472.5,130.5
32.6,176.6,20.3,470.7,129
32.5,171.5,20.1,475.9,129.8
32.5,171.5,20.1,475.9,129.8
32.5,171.5,20.1,475.9,129.8
32.2,171.3,20,473.5,126.3
31.5,169.5,18.9,472.5,124.2
29.4,168.4,18.6,451.5,118.3
29.3,172.1,18.5,450.4,117
29.3,172.1,18.5,450.4,117
29.3,172.1,18.5,450.4,117
29.2,169.8,18.6,445.9,117.3
28.8,177.1,18.3,427.5,113.1
29.1,175.3,18.7,425.5,116.5
29.1,176.3,18.6,429.5,118.3
29.1,178.4,18.8,429.6,117.8
29.1,178.4,18.8,429.6,117.8
29.1,178.4,18.8,429.6,117.8
29.1,178.7,18.5,435.7,117.2
29.1,180.8,18.3,432.8,119.6
29.2,178,18.3,424.8,122.9
28.9,174.4,17.5,422.4,121.3
28.9,174.4,17.5,422.4,121.3
28.9,174.4,17.5,422.4,121.3
28.8,173.7,17.4,428.3,121
28.3,171,18,430.5,118.8
28.9,168.7,17.1,431.2,117.7
28.8,168.7,17.4,430.9,117.7
28.7,167.4,16.7,433.9,117
28.7,167.4,16.7,433.9,117
28.7,167.4,16.7,433.9,117
29,165.2,17.1,429.9,117.4
29,164.3,17.4,429.8,117.5
28.3,168.8,17.1,423.2,114.5
27.7,170.3,17.1,431.3,114.2
27.7,169.5,17.1,435.3,115.2
27.7,169.5,17.1,435.3,115.2
27.7,169.5,17.1,435.3,115.2
27.8,165.4,17.1,431.6,114.3
27.6,160,17,426.5,114.3
27.8,161.6,17.2,415.4,114.5
27.6,166.6,17,419,115.1
27.5,165.6,16.9,418.4,111.4
27.5,165.6,16.9,418.4,111.4
27.5,165.6,16.9,418.4,111.4
27.2,165.9,16.9,413.2,112
27.2,165.4,17,394.1,111.9
27.4,163.9,17.4,408.6,115.5
27.3,167.5,17.3,411.7,115.4
26.9,165.8,17.3,401.6,115.7
26.9,165.8,17.3,401.6,115.7
26.9,165.8,17.3,401.6,115.7
27,162,17.3,405.9,114.7
27,162.6,17.4,397.9,115.6
26.9,162.3,17.5,406.2,116.2
26.6,163.4,17.3,396.2,116
26.5,163.1,17.3,396.4,116.5
26.5,163.1,17.3,396.4,116.5
26.5,163.1,17.3,396.4,116.5
27,163.3,17.4,398,116.3
27,162.3,17.4,401.3,116.3
26.5,161.9,17.3,397.5,116.9
26.5,161.3,17.2,401.9,116.5
26.1,160.5,17.3,385.7,116.5
26.1,160.5,17.3,385.7,116.5
26.1,160.5,17.3,385.7,116.5
26.5,160.7,17.4,378.4,116.6
26.6,154.8,17,377.7,118.9
26.5,150.6,17.1,367.6,119.4
25.8,146.5,16.8,351.3,115.2
25.6,144.9,16.5,338,114.2
25.6,144.9,16.5,338,114.2
25.6,144.9,16.5,338,114.2
